Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2015,Alabama,642.0,15.0,14.0,1.0,0.0,0.933,526.0,227.0,299.0,642.0,2999.0,4.7,33.0
2015,Tennessee,617.0,13.0,9.0,4.0,0.0,0.692,457.0,260.0,197.0,617.0,2908.0,4.7,32.0
2015,Auburn,587.0,13.0,7.0,6.0,0.0,0.538,357.0,338.0,19.0,587.0,2553.0,4.3,28.0
2015,Arkansas,511.0,13.0,8.0,5.0,0.0,0.615,467.0,356.0,111.0,511.0,2578.0,5.0,31.0
2015,Florida,510.0,14.0,10.0,4.0,0.0,0.714,325.0,256.0,69.0,510.0,1792.0,3.5,19.0
2015,LSU,505.0,12.0,9.0,3.0,0.0,0.75,394.0,291.0,103.0,505.0,3082.0,6.1,35.0
2015,Texas A&M,505.0,13.0,8.0,5.0,0.0,0.615,361.0,286.0,75.0,505.0,2198.0,4.4,12.0
2015,Vanderbilt,496.0,12.0,4.0,8.0,0.0,0.333,182.0,252.0,-70.0,496.0,1864.0,3.8,9.0
2015,Georgia,484.0,13.0,10.0,3.0,0.0,0.769,342.0,220.0,122.0,484.0,2475.0,5.1,22.0
2015,Ole Miss,463.0,13.0,10.0,3.0,0.0,0.769,531.0,294.0,237.0,463.0,2380.0,5.1,29.0
2015,Mississippi State,427.0,13.0,9.0,4.0,0.0,0.692,447.0,302.0,145.0,427.0,1873.0,4.4,21.0
2015,South Carolina,423.0,12.0,3.0,9.0,0.0,0.25,263.0,330.0,-67.0,423.0,1856.0,4.4,11.0
2015,Kentucky,419.0,12.0,5.0,7.0,0.0,0.417,296.0,329.0,-33.0,419.0,1952.0,4.7,22.0
2015,Missouri,397.0,12.0,5.0,7.0,0.0,0.417,163.0,194.0,-31.0,397.0,1385.0,3.5,5.0
2015,Northwestern,600.0,13.0,10.0,3.0,0.0,0.769,254.0,242.0,12.0,600.0,2451.0,4.1,16.0
2015,Indiana,592.0,13.0,6.0,7.0,0.0,0.462,475.0,489.0,-14.0,592.0,2736.0,4.6,27.0
2015,Iowa,568.0,14.0,12.0,2.0,0.0,0.857,433.0,285.0,148.0,568.0,2544.0,4.5,35.0
2015,Ohio State,568.0,13.0,12.0,1.0,0.0,0.923,464.0,196.0,268.0,568.0,3189.0,5.6,39.0
2015,Michigan State,551.0,14.0,12.0,2.0,0.0,0.857,417.0,304.0,113.0,551.0,2119.0,3.8,24.0
2015,Wisconsin,512.0,13.0,10.0,3.0,0.0,0.769,348.0,178.0,170.0,512.0,1954.0,3.8,27.0
2015,Nebraska,496.0,13.0,6.0,7.0,0.0,0.462,427.0,362.0,65.0,496.0,2340.0,4.7,24.0
2015,Michigan,491.0,13.0,10.0,3.0,0.0,0.769,408.0,213.0,195.0,491.0,2057.0,4.2,27.0
2015,Rutgers,470.0,12.0,4.0,8.0,0.0,0.333,325.0,419.0,-94.0,470.0,2039.0,4.3,17.0
2015,Minnesota,446.0,13.0,6.0,7.0,0.0,0.462,292.0,327.0,-35.0,446.0,1873.0,4.2,17.0
2015,Maryland,441.0,12.0,3.0,9.0,0.0,0.25,296.0,413.0,-117.0,441.0,2408.0,5.5,20.0
2015,Penn State,424.0,13.0,7.0,6.0,0.0,0.538,301.0,284.0,17.0,424.0,1741.0,4.1,15.0
2015,Purdue,417.0,12.0,2.0,10.0,0.0,0.167,301.0,438.0,-137.0,417.0,1576.0,3.8,22.0
2015,Illinois,388.0,12.0,5.0,7.0,0.0,0.417,272.0,279.0,-7.0,388.0,1551.0,4.0,13.0
2015,Baylor,712.0,13.0,10.0,3.0,0.0,0.769,625.0,368.0,257.0,712.0,4253.0,6.0,41.0
2015,West Virginia,623.0,13.0,8.0,5.0,0.0,0.615,442.0,320.0,122.0,623.0,2967.0,4.8,25.0
2015,Oklahoma,574.0,13.0,11.0,2.0,0.0,0.846,566.0,286.0,280.0,574.0,2887.0,5.0,32.0
2015,Texas Christian,562.0,13.0,11.0,2.0,0.0,0.846,547.0,354.0,193.0,562.0,2801.0,5.0,26.0
2015,Kansas State,530.0,13.0,6.0,7.0,0.0,0.462,389.0,409.0,-20.0,530.0,2041.0,3.9,29.0
2015,Texas,529.0,12.0,5.0,7.0,0.0,0.417,317.0,364.0,-47.0,529.0,2698.0,5.1,27.0
2015,Iowa State,498.0,12.0,3.0,9.0,0.0,0.25,300.0,392.0,-92.0,498.0,2184.0,4.4,18.0
2015,Texas Tech,464.0,13.0,7.0,6.0,0.0,0.538,586.0,567.0,19.0,464.0,2487.0,5.4,34.0
2015,Oklahoma State,460.0,13.0,10.0,3.0,0.0,0.769,514.0,396.0,118.0,460.0,1644.0,3.6,25.0
2015,Kansas,444.0,12.0,0.0,12.0,0.0,0.0,183.0,553.0,-370.0,444.0,1355.0,3.1,10.0
2015,Clemson,679.0,15.0,14.0,1.0,0.0,0.933,577.0,325.0,252.0,679.0,3340.0,4.9,34.0
2015,Georgia Tech,583.0,12.0,3.0,9.0,0.0,0.25,351.0,309.0,42.0,583.0,3080.0,5.3,30.0
2015,Virginia Tech,545.0,13.0,7.0,6.0,0.0,0.538,403.0,342.0,61.0,545.0,2071.0,3.8,19.0
2015,North Carolina State,540.0,13.0,7.0,6.0,0.0,0.538,432.0,336.0,96.0,540.0,2633.0,4.9,36.0
2015,North Carolina,527.0,14.0,11.0,3.0,0.0,0.786,570.0,343.0,227.0,527.0,3146.0,6.0,40.0
2015,Duke,524.0,13.0,8.0,5.0,0.0,0.615,410.0,330.0,80.0,524.0,2509.0,4.8,25.0
2015,Pitt,509.0,13.0,8.0,5.0,0.0,0.615,367.0,339.0,28.0,509.0,2429.0,4.8,19.0
2015,Boston College,503.0,12.0,3.0,9.0,0.0,0.25,206.0,183.0,23.0,503.0,1976.0,3.9,17.0
2015,Louisville,491.0,13.0,8.0,5.0,0.0,0.615,373.0,313.0,60.0,491.0,2223.0,4.5,23.0
2015,Syracuse,444.0,12.0,4.0,8.0,0.0,0.333,327.0,372.0,-45.0,444.0,1958.0,4.4,15.0
2015,Florida State,425.0,13.0,10.0,3.0,0.0,0.769,412.0,227.0,185.0,425.0,2187.0,5.1,27.0
2015,Miami (FL),424.0,13.0,8.0,5.0,0.0,0.615,361.0,366.0,-5.0,424.0,1559.0,3.7,19.0
2015,Virginia,424.0,12.0,4.0,8.0,0.0,0.333,309.0,386.0,-77.0,424.0,1737.0,4.1,13.0
2015,Wake Forest,417.0,12.0,3.0,9.0,0.0,0.25,209.0,295.0,-86.0,417.0,1268.0,3.0,12.0
2015,Oregon,618.0,13.0,9.0,4.0,0.0,0.692,559.0,488.0,71.0,618.0,3641.0,5.9,34.0
2015,Stanford,610.0,14.0,12.0,2.0,0.0,0.857,529.0,316.0,213.0,610.0,3131.0,5.1,33.0
2015,Utah,571.0,13.0,10.0,3.0,0.0,0.769,398.0,290.0,108.0,571.0,2381.0,4.2,24.0
2015,Colorado,543.0,13.0,4.0,9.0,0.0,0.308,320.0,357.0,-37.0,543.0,2048.0,3.8,23.0
2015,Arizona State,537.0,13.0,6.0,7.0,0.0,0.462,450.0,435.0,15.0,537.0,2325.0,4.3,19.0
2015,USC,527.0,14.0,8.0,6.0,0.0,0.571,475.0,360.0,115.0,527.0,2355.0,4.5,26.0
