Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2018,Alabama,571.0,15.0,14.0,1.0,0.0,0.933,684.0,271.0,413.0,571.0,2976.0,5.2,33.0
2018,Georgia,565.0,14.0,11.0,3.0,0.0,0.786,530.0,269.0,261.0,565.0,3349.0,5.9,30.0
2018,LSU,559.0,13.0,10.0,3.0,0.0,0.769,421.0,283.0,138.0,559.0,2257.0,4.0,29.0
2018,Missouri,553.0,13.0,8.0,5.0,0.0,0.615,476.0,331.0,145.0,553.0,2631.0,4.8,27.0
2018,Texas A&M,536.0,13.0,9.0,4.0,0.0,0.692,468.0,329.0,139.0,536.0,2847.0,5.3,28.0
2018,Kentucky,533.0,13.0,10.0,3.0,0.0,0.769,346.0,219.0,127.0,533.0,2626.0,4.9,27.0
2018,Florida,524.0,13.0,10.0,3.0,0.0,0.769,455.0,260.0,195.0,524.0,2773.0,5.3,23.0
2018,Mississippi State,514.0,13.0,8.0,5.0,0.0,0.615,371.0,171.0,200.0,514.0,2907.0,5.7,26.0
2018,Auburn,512.0,13.0,8.0,5.0,0.0,0.615,402.0,249.0,153.0,512.0,2177.0,4.3,25.0
2018,South Carolina,442.0,13.0,7.0,6.0,0.0,0.538,391.0,354.0,37.0,442.0,1993.0,4.5,15.0
2018,Arkansas,440.0,12.0,2.0,10.0,0.0,0.167,260.0,417.0,-157.0,440.0,1720.0,3.9,11.0
2018,Vanderbilt,433.0,13.0,6.0,7.0,0.0,0.462,370.0,346.0,24.0,433.0,2179.0,5.0,22.0
2018,Ole Miss,418.0,12.0,5.0,7.0,0.0,0.417,407.0,434.0,-27.0,418.0,1979.0,4.7,24.0
2018,Tennessee,414.0,12.0,5.0,7.0,0.0,0.417,273.0,335.0,-62.0,414.0,1560.0,3.8,15.0
2018,Wisconsin,571.0,13.0,8.0,5.0,0.0,0.615,386.0,294.0,92.0,571.0,3554.0,6.2,32.0
