Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2017,Georgia,673.0,15.0,13.0,2.0,0.0,0.867,531.0,246.0,285.0,673.0,3876.0,5.8,42.0
2017,Auburn,642.0,14.0,10.0,4.0,0.0,0.714,474.0,259.0,215.0,642.0,3056.0,4.8,34.0
2017,Mississippi State,634.0,13.0,9.0,4.0,0.0,0.692,416.0,272.0,144.0,634.0,3272.0,5.2,30.0
2017,Alabama,612.0,14.0,13.0,1.0,0.0,0.929,519.0,167.0,352.0,612.0,3509.0,5.7,36.0
2017,LSU,563.0,13.0,9.0,4.0,0.0,0.692,354.0,246.0,108.0,563.0,2699.0,4.8,25.0
2017,Texas A&M,506.0,13.0,7.0,6.0,0.0,0.538,425.0,399.0,26.0,506.0,2023.0,4.0,26.0
2017,Kentucky,488.0,13.0,7.0,6.0,0.0,0.538,332.0,367.0,-35.0,488.0,2102.0,4.3,27.0
2017,Missouri,484.0,13.0,7.0,6.0,0.0,0.538,488.0,414.0,74.0,484.0,2529.0,5.2,16.0
2017,Arkansas,462.0,12.0,4.0,8.0,0.0,0.333,345.0,434.0,-89.0,462.0,2016.0,4.4,24.0
2017,Tennessee,412.0,12.0,4.0,8.0,0.0,0.333,238.0,349.0,-111.0,412.0,1415.0,3.4,14.0
2017,South Carolina,404.0,13.0,9.0,4.0,0.0,0.692,315.0,269.0,46.0,404.0,1599.0,4.0,16.0
2017,Florida,400.0,11.0,4.0,7.0,0.0,0.364,243.0,300.0,-57.0,400.0,1720.0,4.3,15.0
2017,Ole Miss,369.0,12.0,6.0,6.0,0.0,0.5,394.0,415.0,-21.0,369.0,1609.0,4.4,19.0
2017,Vanderbilt,348.0,12.0,5.0,7.0,0.0,0.417,295.0,376.0,-81.0,348.0,1291.0,3.7,14.0
2017,Wisconsin,626.0,14.0,13.0,1.0,0.0,0.929,473.0,195.0,278.0,626.0,3125.0,5.0,28.0
2017,Ohio State,588.0,14.0,12.0,2.0,0.0,0.857,576.0,266.0,310.0,588.0,3408.0,5.8,34.0
2017,Michigan State,544.0,13.0,10.0,3.0,0.0,0.769,319.0,260.0,59.0,544.0,2189.0,4.0,18.0
2017,Northwestern,537.0,13.0,10.0,3.0,0.0,0.769,380.0,261.0,119.0,537.0,2264.0,4.2,30.0
2017,Michigan,529.0,13.0,8.0,5.0,0.0,0.615,328.0,245.0,83.0,529.0,2310.0,4.4,26.0
2017,Minnesota,525.0,12.0,5.0,7.0,0.0,0.417,265.0,274.0,-9.0,525.0,2189.0,4.2,20.0
2017,Iowa,481.0,13.0,8.0,5.0,0.0,0.615,367.0,259.0,108.0,481.0,1810.0,3.8,17.0
2017,Penn State,451.0,13.0,11.0,2.0,0.0,0.846,534.0,214.0,320.0,451.0,2212.0,4.9,36.0
2017,Indiana,449.0,12.0,5.0,7.0,0.0,0.417,322.0,304.0,18.0,449.0,1561.0,3.5,11.0
2017,Purdue,447.0,13.0,7.0,6.0,0.0,0.538,328.0,267.0,61.0,447.0,1970.0,4.4,12.0
2017,Rutgers,437.0,12.0,4.0,8.0,0.0,0.333,216.0,340.0,-124.0,437.0,1783.0,4.1,19.0
2017,Maryland,436.0,12.0,4.0,8.0,0.0,0.333,289.0,445.0,-156.0,436.0,1940.0,4.4,19.0
2017,Illinois,386.0,12.0,2.0,10.0,0.0,0.167,185.0,378.0,-193.0,386.0,1267.0,3.3,11.0
2017,Nebraska,368.0,12.0,4.0,8.0,0.0,0.333,309.0,437.0,-128.0,368.0,1290.0,3.5,13.0
2017,Oklahoma,546.0,14.0,12.0,2.0,0.0,0.857,632.0,379.0,253.0,546.0,3049.0,5.6,33.0
2017,Texas Christian,533.0,14.0,11.0,3.0,0.0,0.786,470.0,266.0,204.0,533.0,2438.0,4.6,27.0
2017,Kansas State,519.0,13.0,8.0,5.0,0.0,0.615,420.0,327.0,93.0,519.0,2584.0,5.0,29.0
2017,Texas,506.0,13.0,7.0,6.0,0.0,0.538,383.0,276.0,107.0,506.0,1820.0,3.6,24.0
2017,Oklahoma State,501.0,13.0,10.0,3.0,0.0,0.769,585.0,382.0,203.0,501.0,2368.0,4.7,34.0
2017,West Virginia,461.0,13.0,7.0,6.0,0.0,0.538,449.0,409.0,40.0,461.0,1953.0,4.2,18.0
2017,Texas Tech,459.0,13.0,6.0,7.0,0.0,0.462,446.0,419.0,27.0,459.0,1832.0,4.0,19.0
2017,Iowa State,427.0,13.0,8.0,5.0,0.0,0.615,380.0,272.0,108.0,427.0,1470.0,3.4,16.0
2017,Baylor,414.0,12.0,1.0,11.0,0.0,0.083,292.0,431.0,-139.0,414.0,1407.0,3.4,10.0
2017,Kansas,391.0,12.0,1.0,11.0,0.0,0.083,224.0,521.0,-297.0,391.0,1231.0,3.1,11.0
2017,Georgia Tech,632.0,11.0,5.0,6.0,0.0,0.455,309.0,292.0,17.0,632.0,3381.0,5.3,30.0
2017,Boston College,618.0,13.0,7.0,6.0,0.0,0.538,334.0,297.0,37.0,618.0,2865.0,4.6,24.0
2017,Virginia Tech,583.0,13.0,9.0,4.0,0.0,0.692,366.0,192.0,174.0,583.0,2254.0,3.9,19.0
2017,Clemson,577.0,14.0,12.0,2.0,0.0,0.857,466.0,190.0,276.0,577.0,2730.0,4.7,40.0
2017,Duke,547.0,13.0,7.0,6.0,0.0,0.538,345.0,263.0,82.0,547.0,2228.0,4.1,22.0
2017,Wake Forest,535.0,13.0,8.0,5.0,0.0,0.615,459.0,368.0,91.0,535.0,2458.0,4.6,22.0
2017,Louisville,495.0,13.0,8.0,5.0,0.0,0.615,495.0,356.0,139.0,495.0,3186.0,6.4,33.0
2017,North Carolina State,495.0,13.0,9.0,4.0,0.0,0.692,419.0,328.0,91.0,495.0,2302.0,4.7,35.0
2017,Syracuse,479.0,12.0,4.0,8.0,0.0,0.333,329.0,386.0,-57.0,479.0,1938.0,4.0,16.0
2017,Florida State,463.0,13.0,7.0,6.0,0.0,0.538,362.0,276.0,86.0,463.0,2024.0,4.4,17.0
2017,Pitt,460.0,12.0,5.0,7.0,0.0,0.417,287.0,319.0,-32.0,460.0,1782.0,3.9,21.0
2017,North Carolina,427.0,12.0,3.0,9.0,0.0,0.25,312.0,375.0,-63.0,427.0,1731.0,4.1,17.0
2017,Miami (FL),413.0,13.0,10.0,3.0,0.0,0.769,378.0,273.0,105.0,413.0,2091.0,5.1,19.0
2017,Virginia,389.0,13.0,6.0,7.0,0.0,0.462,293.0,369.0,-76.0,389.0,1216.0,3.1,10.0
2017,Oregon,628.0,13.0,7.0,6.0,0.0,0.538,468.0,377.0,91.0,628.0,3263.0,5.2,40.0
2017,Arizona,610.0,13.0,7.0,6.0,0.0,0.538,537.0,447.0,90.0,610.0,4026.0,6.6,48.0
2017,Arizona State,564.0,13.0,7.0,6.0,0.0,0.538,414.0,427.0,-13.0,564.0,2285.0,4.1,27.0
2017,USC,539.0,14.0,11.0,3.0,0.0,0.786,456.0,366.0,90.0,539.0,2607.0,4.8,29.0
