Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2016,Auburn,645.0,13.0,8.0,5.0,0.0,0.615,406.0,222.0,184.0,645.0,3527.0,5.5,33.0
2016,Alabama,639.0,15.0,14.0,1.0,0.0,0.933,582.0,195.0,387.0,639.0,3675.0,5.8,33.0
2016,Kentucky,560.0,13.0,7.0,6.0,0.0,0.538,390.0,407.0,-17.0,560.0,3044.0,5.4,30.0
2016,Georgia,531.0,13.0,8.0,5.0,0.0,0.615,319.0,312.0,7.0,531.0,2489.0,4.7,18.0
2016,Mississippi State,528.0,13.0,6.0,7.0,0.0,0.462,395.0,413.0,-18.0,528.0,3005.0,5.7,24.0
2016,Tennessee,517.0,13.0,9.0,4.0,0.0,0.692,473.0,375.0,98.0,517.0,2668.0,5.2,31.0
2016,Arkansas,516.0,13.0,7.0,6.0,0.0,0.538,394.0,404.0,-10.0,516.0,2137.0,4.1,21.0
2016,Missouri,500.0,12.0,4.0,8.0,0.0,0.333,377.0,378.0,-1.0,500.0,2461.0,4.9,24.0
2016,Vanderbilt,497.0,13.0,6.0,7.0,0.0,0.462,299.0,312.0,-13.0,497.0,2138.0,4.3,26.0
2016,Texas A&M,484.0,13.0,8.0,5.0,0.0,0.615,453.0,319.0,134.0,484.0,2754.0,5.7,28.0
2016,South Carolina,475.0,13.0,6.0,7.0,0.0,0.462,270.0,344.0,-74.0,475.0,1747.0,3.7,20.0
2016,LSU,458.0,12.0,8.0,4.0,0.0,0.667,340.0,189.0,151.0,458.0,2797.0,6.1,30.0
2016,Florida,452.0,13.0,9.0,4.0,0.0,0.692,311.0,218.0,93.0,452.0,1667.0,3.7,11.0
2016,Ole Miss,422.0,12.0,5.0,7.0,0.0,0.417,391.0,408.0,-17.0,422.0,1793.0,4.2,17.0
2016,Wisconsin,658.0,14.0,11.0,3.0,0.0,0.786,397.0,218.0,179.0,658.0,2843.0,4.3,31.0
2016,Ohio State,583.0,13.0,11.0,2.0,0.0,0.846,512.0,201.0,311.0,583.0,3188.0,5.5,33.0
2016,Michigan,571.0,13.0,10.0,3.0,0.0,0.769,524.0,183.0,341.0,571.0,2773.0,4.9,41.0
2016,Minnesota,558.0,13.0,9.0,4.0,0.0,0.692,381.0,287.0,94.0,558.0,2387.0,4.3,34.0
2016,Penn State,536.0,14.0,11.0,3.0,0.0,0.786,526.0,356.0,170.0,536.0,2449.0,4.6,34.0
2016,Indiana,534.0,13.0,6.0,7.0,0.0,0.462,335.0,354.0,-19.0,534.0,1979.0,3.7,18.0
