Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att.1,Yds,Y/A,TD
2012,Alabama,570.0,14.0,13.0,1.0,0.0,0.929,542.0,153.0,389.0,570.0,3185.0,5.6,37.0
2012,Ole Miss,551.0,13.0,7.0,6.0,0.0,0.538,409.0,359.0,50.0,551.0,2260.0,4.1,25.0
2012,Florida,539.0,13.0,11.0,2.0,0.0,0.846,344.0,188.0,156.0,539.0,2445.0,4.5,22.0
2012,Texas A&M,533.0,13.0,11.0,2.0,0.0,0.846,578.0,283.0,295.0,533.0,3147.0,5.9,46.0
2012,LSU,527.0,13.0,10.0,3.0,0.0,0.769,387.0,228.0,159.0,527.0,2258.0,4.3,29.0
2012,Georgia,525.0,14.0,12.0,2.0,0.0,0.857,529.0,275.0,254.0,525.0,2556.0,4.9,32.0
2012,Vanderbilt,524.0,13.0,9.0,4.0,0.0,0.692,390.0,243.0,147.0,524.0,2162.0,4.1,25.0
2012,South Carolina,491.0,13.0,11.0,2.0,0.0,0.846,410.0,237.0,173.0,491.0,1800.0,3.7,19.0
2012,Missouri,453.0,12.0,5.0,7.0,0.0,0.417,309.0,341.0,-32.0,453.0,1662.0,3.7,16.0
2012,Auburn,438.0,12.0,3.0,9.0,0.0,0.25,224.0,340.0,-116.0,438.0,1781.0,4.1,16.0
2012,Mississippi State,424.0,13.0,8.0,5.0,0.0,0.615,383.0,303.0,80.0,424.0,1874.0,4.4,18.0
2012,Tennessee,413.0,12.0,5.0,7.0,0.0,0.417,434.0,428.0,6.0,413.0,1924.0,4.7,18.0
2012,Kentucky,403.0,12.0,2.0,10.0,0.0,0.167,215.0,372.0,-157.0,403.0,1665.0,4.1,13.0
2012,Arkansas,367.0,12.0,4.0,8.0,0.0,0.333,282.0,365.0,-83.0,367.0,1424.0,3.9,12.0
2012,Nebraska,662.0,14.0,10.0,4.0,0.0,0.714,487.0,386.0,101.0,662.0,3547.0,5.4,33.0
2012,Wisconsin,635.0,14.0,8.0,6.0,0.0,0.571,414.0,268.0,146.0,635.0,3309.0,5.2,38.0
2012,Northwestern,595.0,13.0,10.0,3.0,0.0,0.769,412.0,293.0,119.0,595.0,2932.0,4.9,31.0
2012,Ohio State,559.0,12.0,12.0,0.0,0.0,1.0,446.0,274.0,172.0,559.0,2907.0,5.2,37.0
2012,Minnesota,517.0,13.0,6.0,7.0,0.0,0.462,287.0,321.0,-34.0,517.0,1975.0,3.8,14.0
2012,Michigan,502.0,13.0,8.0,5.0,0.0,0.615,388.0,258.0,130.0,502.0,2389.0,4.8,27.0
2012,Michigan State,492.0,13.0,7.0,6.0,0.0,0.538,260.0,212.0,48.0,492.0,1942.0,3.9,13.0
2012,Penn State,475.0,12.0,8.0,4.0,0.0,0.667,349.0,229.0,120.0,475.0,1727.0,3.6,18.0
2012,Purdue,475.0,13.0,6.0,7.0,0.0,0.462,373.0,406.0,-33.0,475.0,2135.0,4.5,16.0
2012,Illinois,443.0,12.0,2.0,10.0,0.0,0.167,200.0,385.0,-185.0,443.0,1534.0,3.5,12.0
2012,Iowa,404.0,12.0,4.0,8.0,0.0,0.333,232.0,275.0,-43.0,404.0,1476.0,3.7,15.0
2012,Indiana,399.0,12.0,4.0,8.0,0.0,0.333,369.0,423.0,-54.0,399.0,1570.0,3.9,21.0
2012,Baylor,597.0,13.0,8.0,5.0,0.0,0.615,578.0,484.0,94.0,597.0,3012.0,5.0,38.0
2012,Kansas,558.0,12.0,1.0,11.0,0.0,0.083,219.0,433.0,-214.0,558.0,2540.0,4.6,19.0
2012,Kansas State,526.0,13.0,11.0,2.0,0.0,0.846,505.0,288.0,217.0,526.0,2522.0,4.8,42.0
2012,Oklahoma State,519.0,13.0,8.0,5.0,0.0,0.615,594.0,367.0,227.0,519.0,2799.0,5.4,35.0
2012,Texas Christian,512.0,13.0,7.0,6.0,0.0,0.538,368.0,294.0,74.0,512.0,1977.0,3.9,13.0
2012,Texas,492.0,13.0,9.0,4.0,0.0,0.692,464.0,380.0,84.0,492.0,2229.0,4.5,33.0
2012,Iowa State,465.0,13.0,6.0,7.0,0.0,0.462,319.0,311.0,8.0,465.0,1951.0,4.2,10.0
2012,West Virginia,461.0,13.0,7.0,6.0,0.0,0.538,513.0,495.0,18.0,461.0,2234.0,4.8,21.0
2012,Oklahoma,434.0,13.0,10.0,3.0,0.0,0.769,496.0,331.0,165.0,434.0,2098.0,4.8,30.0
2012,Texas Tech,399.0,13.0,8.0,5.0,0.0,0.615,487.0,413.0,74.0,399.0,1819.0,4.6,15.0
2012,Georgia Tech,808.0,14.0,7.0,7.0,0.0,0.5,470.0,396.0,74.0,808.0,4357.0,5.4,48.0
2012,Clemson,588.0,13.0,11.0,2.0,0.0,0.846,533.0,323.0,210.0,588.0,2484.0,4.2,26.0
2012,Florida State,513.0,14.0,12.0,2.0,0.0,0.857,550.0,206.0,344.0,513.0,2887.0,5.6,40.0
2012,Virginia Tech,507.0,13.0,7.0,6.0,0.0,0.538,326.0,297.0,29.0,507.0,1896.0,3.7,18.0
2012,Maryland,472.0,12.0,4.0,8.0,0.0,0.333,241.0,326.0,-85.0,472.0,1236.0,2.6,11.0
2012,North Carolina State,471.0,13.0,7.0,6.0,0.0,0.538,365.0,333.0,32.0,471.0,1444.0,3.1,12.0
