Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Chuba Hubbard,Oklahoma State,Big 12,13.0,328.0,2094.0,6.4,21.0,161.1,23.0,198.0,8.6,0.0,15.2,351.0,2292.0,6.5,21.0,"H-8,AA"
2.0,Malcolm Perry,Navy,American,13.0,295.0,2017.0,6.8,21.0,155.2,0.0,0.0,,0.0,0.0,295.0,2017.0,6.8,21.0,
3.0,J.K. Dobbins,Ohio State,Big Ten,14.0,301.0,2003.0,6.7,21.0,143.1,23.0,247.0,10.7,2.0,17.6,324.0,2250.0,6.9,23.0,H-6
4.0,Jonathan Taylor,Wisconsin,Big Ten,14.0,320.0,2003.0,6.3,21.0,143.1,26.0,252.0,9.7,5.0,18.0,346.0,2255.0,6.5,26.0,"H-5,AA"
5.0,Jaret Patterson,Buffalo,MAC,13.0,312.0,1799.0,5.8,19.0,138.4,13.0,209.0,16.1,1.0,16.1,325.0,2008.0,6.2,20.0,
6.0,AJ Dillon,Boston College,ACC,13.0,318.0,1685.0,5.3,14.0,129.6,13.0,195.0,15.0,1.0,15.0,331.0,1880.0,5.7,15.0,
7.0,Travis Etienne,Clemson,ACC,15.0,207.0,1614.0,7.8,19.0,107.6,37.0,432.0,11.7,4.0,28.8,244.0,2046.0,8.4,23.0,H-9
8.0,Javian Hawkins,Louisville,ACC,13.0,264.0,1525.0,5.8,9.0,117.3,4.0,58.0,14.5,0.0,4.5,268.0,1583.0,5.9,9.0,
9.0,Darrynton Evans,Appalachian State,Sun Belt,14.0,255.0,1480.0,5.8,18.0,105.7,21.0,198.0,9.4,5.0,14.1,276.0,1678.0,6.1,23.0,
10.0,LeVante Bellamy,Western Michigan,MAC,13.0,266.0,1472.0,5.5,23.0,113.2,15.0,55.0,3.7,0.0,4.2,281.0,1527.0,5.4,23.0,
11.0,Lynn Bowden Jr.,Kentucky,SEC,13.0,185.0,1468.0,7.9,13.0,112.9,30.0,348.0,11.6,1.0,26.8,215.0,1816.0,8.4,14.0,AA
12.0,Kenny Gainwell,Memphis,American,14.0,231.0,1459.0,6.3,13.0,104.2,51.0,610.0,12.0,3.0,43.6,282.0,2069.0,7.3,16.0,
13.0,Tra Barnett,Georgia State,Sun Belt,13.0,248.0,1453.0,5.9,12.0,111.8,16.0,69.0,4.3,0.0,5.3,264.0,1522.0,5.8,12.0,
14.0,Zack Moss,Utah,Pac-12,13.0,235.0,1416.0,6.0,15.0,108.9,28.0,388.0,13.9,2.0,29.8,263.0,1804.0,6.9,17.0,
15.0,Clyde Edwards-Helaire,LSU,SEC,15.0,215.0,1414.0,6.6,16.0,94.3,55.0,453.0,8.2,1.0,30.2,270.0,1867.0,6.9,17.0,
16.0,Brenden Knox,Marshall,CUSA,13.0,270.0,1387.0,5.1,11.0,106.7,14.0,129.0,9.2,0.0,9.9,284.0,1516.0,5.3,11.0,
17.0,Kylin Hill,Mississippi State,SEC,13.0,242.0,1350.0,5.6,10.0,103.8,18.0,180.0,10.0,1.0,13.8,260.0,1530.0,5.9,11.0,
18.0,Jalen Hurts,Oklahoma,Big 12,14.0,233.0,1298.0,5.6,20.0,92.7,2.0,25.0,12.5,1.0,1.8,235.0,1323.0,5.6,21.0,H-2
19.0,Josh Johnson,Louisiana-Monroe,Sun Belt,12.0,201.0,1298.0,6.5,11.0,108.2,13.0,122.0,9.4,0.0,10.2,214.0,1420.0,6.6,11.0,
20.0,Xavier Jones,SMU,American,13.0,244.0,1276.0,5.2,23.0,98.2,20.0,90.0,4.5,2.0,6.9,264.0,1366.0,5.2,25.0,
21.0,Caleb Huntley,Ball State,MAC,12.0,248.0,1275.0,5.1,12.0,106.3,7.0,25.0,3.6,0.0,2.1,255.0,1300.0,5.1,12.0,
22.0,Michael Warren II,Cincinnati,American,14.0,261.0,1265.0,4.8,14.0,90.4,21.0,153.0,7.3,2.0,10.9,282.0,1418.0,5.0,16.0,
23.0,Xazavian Valladay,Wyoming,MWC,12.0,247.0,1265.0,5.1,6.0,105.4,11.0,211.0,19.2,2.0,17.6,258.0,1476.0,5.7,8.0,
24.0,Charles Williams,Nevada-Las Vegas,MWC,12.0,212.0,1257.0,5.9,11.0,104.8,7.0,54.0,7.7,0.0,4.5,219.0,1311.0,6.0,11.0,
25.0,Najee Harris,Alabama,SEC,13.0,209.0,1224.0,5.9,13.0,94.2,27.0,304.0,11.3,7.0,23.4,236.0,1528.0,6.5,20.0,
26.0,CJ Verdell,Oregon,Pac-12,14.0,197.0,1220.0,6.2,8.0,87.1,14.0,125.0,8.9,0.0,8.9,211.0,1345.0,6.4,8.0,
27.0,D'Andre Swift,Georgia,SEC,14.0,196.0,1218.0,6.2,7.0,87.0,24.0,216.0,9.0,1.0,15.4,220.0,1434.0,6.5,8.0,
28.0,Gaej Walker,Western Kentucky,CUSA,13.0,241.0,1208.0,5.0,8.0,92.9,24.0,140.0,5.8,0.0,10.8,265.0,1348.0,5.1,8.0,
29.0,Bryant Koback,Toledo,MAC,12.0,195.0,1187.0,6.1,12.0,98.9,8.0,69.0,8.6,2.0,5.8,203.0,1256.0,6.2,14.0,
30.0,Rodney Smith,Minnesota,Big Ten,13.0,228.0,1163.0,5.1,8.0,89.5,7.0,70.0,10.0,0.0,5.4,235.0,1233.0,5.2,8.0,
31.0,Elijah Mitchell,Louisiana,Sun Belt,14.0,198.0,1147.0,5.8,16.0,81.9,10.0,70.0,7.0,1.0,5.0,208.0,1217.0,5.9,17.0,
32.0,Cam Akers,Florida State,ACC,11.0,231.0,1144.0,5.0,14.0,104.0,30.0,225.0,7.5,4.0,20.5,261.0,1369.0,5.2,18.0,
33.0,Rakeem Boyd,Arkansas,SEC,12.0,184.0,1133.0,6.2,8.0,94.4,19.0,160.0,8.4,0.0,13.3,203.0,1293.0,6.4,8.0,
34.0,Jonathan Ward,Central Michigan,MAC,12.0,183.0,1108.0,6.1,15.0,92.3,34.0,329.0,9.7,1.0,27.4,217.0,1437.0,6.6,16.0,
