Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Andy Isabella,Massachusetts,Ind,12.0,102.0,1698.0,16.6,13.0,141.5,11.0,79.0,7.2,1.0,6.6,113.0,1777.0,15.7,14.0,AA
2.0,Tylan Wallace,Oklahoma State,Big 12,13.0,86.0,1491.0,17.3,12.0,114.7,1.0,6.0,6.0,1.0,0.5,87.0,1497.0,17.2,13.0,
3.0,Antoine Wesley,Texas Tech,Big 12,12.0,88.0,1410.0,16.0,9.0,117.5,1.0,-2.0,-2.0,0.0,-0.2,89.0,1408.0,15.8,9.0,
4.0,Preston Williams,Colorado State,MWC,12.0,96.0,1345.0,14.0,14.0,112.1,4.0,13.0,3.3,0.0,1.1,100.0,1358.0,13.6,14.0,
5.0,John Ursua,Hawaii,MWC,13.0,89.0,1343.0,15.1,16.0,103.3,2.0,4.0,2.0,1.0,0.3,91.0,1347.0,14.8,17.0,
6.0,KeeSean Johnson,Fresno State,MWC,14.0,95.0,1340.0,14.1,8.0,95.7,4.0,14.0,3.5,0.0,1.0,99.0,1354.0,13.7,8.0,
7.0,A.J. Brown,Ole Miss,SEC,12.0,85.0,1320.0,15.5,6.0,110.0,0.0,0.0,,0.0,0.0,85.0,1320.0,15.5,6.0,
8.0,Hakeem Butler,Iowa State,Big 12,13.0,60.0,1318.0,22.0,9.0,101.4,0.0,0.0,,0.0,0.0,60.0,1318.0,22.0,9.0,
9.0,Marquise Brown,Oklahoma,Big 12,14.0,75.0,1318.0,17.6,10.0,94.1,2.0,0.0,0.0,0.0,0.0,77.0,1318.0,17.1,10.0,
10.0,Jerry Jeudy,Alabama,SEC,15.0,68.0,1315.0,19.3,14.0,87.7,0.0,0.0,,0.0,0.0,68.0,1315.0,19.3,14.0,AA
11.0,Rondale Moore,Purdue,Big Ten,13.0,114.0,1258.0,11.0,12.0,96.8,21.0,213.0,10.1,2.0,16.4,135.0,1471.0,10.9,14.0,AA
12.0,James Proche,SMU,American,12.0,93.0,1199.0,12.9,12.0,99.9,2.0,17.0,8.5,0.0,1.4,95.0,1216.0,12.8,12.0,
13.0,Kelvin Harmon,North Carolina State,ACC,12.0,81.0,1186.0,14.6,7.0,98.8,0.0,0.0,,0.0,0.0,81.0,1186.0,14.6,7.0,
14.0,Dillon Mitchell,Oregon,Pac-12,13.0,75.0,1184.0,15.8,10.0,91.1,1.0,5.0,5.0,0.0,0.4,76.0,1189.0,15.6,10.0,
15.0,Lil'Jordan Humphrey,Texas,Big 12,14.0,86.0,1176.0,13.7,9.0,84.0,6.0,25.0,4.2,1.0,1.8,92.0,1201.0,13.1,10.0,
16.0,Damonte Coxie,Memphis,American,14.0,72.0,1174.0,16.3,7.0,83.9,0.0,0.0,,0.0,0.0,72.0,1174.0,16.3,7.0,
17.0,Tyler Johnson,Minnesota,Big Ten,13.0,78.0,1169.0,15.0,12.0,89.9,0.0,0.0,,0.0,0.0,78.0,1169.0,15.0,12.0,
18.0,CeeDee Lamb,Oklahoma,Big 12,14.0,65.0,1158.0,17.8,11.0,82.7,0.0,0.0,,0.0,0.0,65.0,1158.0,17.8,11.0,
19.0,Scott Miller,Bowling Green,MAC,11.0,71.0,1148.0,16.2,9.0,104.4,4.0,16.0,4.0,0.0,1.5,75.0,1164.0,15.5,9.0,
