Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2010,Arkansas,301.0,13.0,10.0,3.0,0.0,0.769,474.0,304.0,170.0,301.0,465.0,164.0,64.7,4338.0,36.0,15.0,7.7,3.2,162.2,9.3,9.43,14.4
2010,Kentucky,298.0,13.0,6.0,7.0,0.0,0.462,406.0,369.0,37.0,298.0,458.0,160.0,65.1,3501.0,26.0,9.0,5.7,2.0,144.1,7.6,7.9,11.7
2010,Alabama,253.0,13.0,10.0,3.0,0.0,0.769,464.0,176.0,288.0,253.0,362.0,109.0,69.9,3395.0,24.0,5.0,6.6,1.4,167.8,9.4,10.08,13.4
2010,South Carolina,252.0,14.0,9.0,5.0,0.0,0.643,433.0,324.0,109.0,252.0,389.0,137.0,64.8,3338.0,23.0,17.0,5.9,4.4,147.6,8.6,7.8,13.2
2010,Tennessee,238.0,13.0,6.0,7.0,0.0,0.462,351.0,326.0,25.0,238.0,419.0,181.0,56.8,3309.0,26.0,15.0,6.2,3.6,136.5,7.9,7.53,13.9
2010,Florida,230.0,13.0,8.0,5.0,0.0,0.615,388.0,277.0,111.0,230.0,381.0,151.0,60.4,2396.0,12.0,12.0,3.1,3.1,117.3,6.3,5.5,10.4
2010,Georgia,218.0,13.0,6.0,7.0,0.0,0.462,417.0,287.0,130.0,218.0,359.0,141.0,60.7,3151.0,25.0,8.0,7.0,2.2,153.0,8.8,9.17,14.5
2010,Auburn,194.0,14.0,14.0,0.0,0.0,1.0,577.0,337.0,240.0,194.0,296.0,102.0,65.5,3002.0,31.0,7.0,10.5,2.4,180.6,10.1,11.17,15.5
2010,Ole Miss,185.0,12.0,4.0,8.0,0.0,0.333,367.0,422.0,-55.0,185.0,330.0,145.0,56.1,2307.0,17.0,14.0,5.2,4.2,123.3,7.0,6.11,12.5
2010,LSU,173.0,13.0,11.0,2.0,0.0,0.846,386.0,237.0,149.0,173.0,301.0,128.0,57.5,2023.0,10.0,11.0,3.3,3.7,117.6,6.7,5.74,11.7
2010,Vanderbilt,169.0,12.0,2.0,10.0,0.0,0.167,203.0,374.0,-171.0,169.0,360.0,191.0,46.9,1913.0,11.0,11.0,3.1,3.1,95.6,5.3,4.55,11.3
2010,Mississippi State,168.0,13.0,9.0,4.0,0.0,0.692,377.0,258.0,119.0,168.0,288.0,120.0,58.3,2424.0,18.0,13.0,6.3,4.5,140.6,8.4,7.64,14.4
2010,Indiana,311.0,12.0,5.0,7.0,0.0,0.417,326.0,408.0,-82.0,311.0,513.0,202.0,60.6,3446.0,25.0,12.0,4.9,2.3,128.5,6.7,6.64,11.1
2010,Northwestern,263.0,13.0,7.0,6.0,0.0,0.538,343.0,377.0,-34.0,263.0,385.0,122.0,68.3,3057.0,17.0,10.0,4.4,2.6,144.4,7.9,7.65,11.6
2010,Michigan State,244.0,13.0,11.0,2.0,0.0,0.846,383.0,290.0,93.0,244.0,373.0,129.0,65.4,3073.0,23.0,10.0,6.2,2.7,149.6,8.2,8.27,12.6
