Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2016,Ole Miss,289.0,12.0,5.0,7.0,0.0,0.417,391.0,408.0,-17.0,289.0,483.0,194.0,59.8,3779.0,27.0,14.0,5.6,2.9,138.2,7.8,7.64,13.1
2016,Alabama,265.0,15.0,14.0,1.0,0.0,0.933,582.0,195.0,387.0,265.0,417.0,152.0,63.5,3154.0,26.0,9.0,6.2,2.2,143.3,7.6,7.84,11.9
2016,Texas A&M,255.0,13.0,8.0,5.0,0.0,0.615,453.0,319.0,134.0,255.0,469.0,214.0,54.4,3317.0,25.0,9.0,5.3,1.9,127.5,7.1,7.28,13.0
2016,Missouri,249.0,12.0,4.0,8.0,0.0,0.333,377.0,378.0,-1.0,249.0,448.0,199.0,55.6,3545.0,25.0,10.0,5.6,2.2,136.0,7.9,8.02,14.2
2016,South Carolina,248.0,13.0,6.0,7.0,0.0,0.462,270.0,344.0,-74.0,248.0,402.0,154.0,61.7,2771.0,12.0,7.0,3.0,1.7,126.0,6.9,6.71,11.2
2016,Arkansas,247.0,13.0,7.0,6.0,0.0,0.538,394.0,404.0,-10.0,247.0,406.0,159.0,60.8,3434.0,26.0,15.0,6.4,3.7,145.6,8.5,8.08,13.9
2016,Florida,241.0,13.0,9.0,4.0,0.0,0.692,311.0,218.0,93.0,241.0,410.0,169.0,58.8,2805.0,18.0,15.0,4.4,3.7,123.4,6.8,6.07,11.6
2016,Tennessee,238.0,13.0,9.0,4.0,0.0,0.692,473.0,375.0,98.0,238.0,379.0,141.0,62.8,3100.0,28.0,12.0,7.4,3.2,149.6,8.2,8.23,13.0
2016,Mississippi State,230.0,13.0,6.0,7.0,0.0,0.462,395.0,413.0,-18.0,230.0,411.0,181.0,56.0,2726.0,24.0,10.0,5.8,2.4,126.1,6.6,6.71,11.9
2016,Georgia,212.0,13.0,8.0,5.0,0.0,0.615,319.0,312.0,7.0,212.0,386.0,174.0,54.9,2515.0,16.0,9.0,4.1,2.3,118.7,6.5,6.3,11.9
2016,Vanderbilt,210.0,13.0,6.0,7.0,0.0,0.462,299.0,312.0,-13.0,210.0,394.0,184.0,53.3,2486.0,9.0,11.0,2.3,2.8,108.3,6.3,5.51,11.8
2016,Auburn,178.0,13.0,8.0,5.0,0.0,0.615,406.0,222.0,184.0,178.0,287.0,109.0,62.0,2203.0,12.0,6.0,4.2,2.1,136.1,7.7,7.57,12.4
2016,LSU,174.0,12.0,8.0,4.0,0.0,0.667,340.0,189.0,151.0,174.0,298.0,124.0,58.4,2281.0,12.0,7.0,4.0,2.3,131.3,7.7,7.4,13.1
2016,Kentucky,170.0,13.0,7.0,6.0,0.0,0.538,390.0,407.0,-17.0,170.0,312.0,142.0,54.5,2419.0,17.0,12.0,5.4,3.8,129.9,7.8,7.11,14.2
2016,Purdue,312.0,12.0,3.0,9.0,0.0,0.25,295.0,459.0,-164.0,312.0,557.0,245.0,56.0,3539.0,25.0,25.0,4.5,4.5,115.2,6.4,5.23,11.3
2016,Northwestern,282.0,13.0,7.0,6.0,0.0,0.538,338.0,289.0,49.0,282.0,483.0,201.0,58.4,3186.0,22.0,9.0,4.6,1.9,125.1,6.6,6.67,11.3
2016,Indiana,263.0,13.0,6.0,7.0,0.0,0.462,335.0,354.0,-19.0,263.0,456.0,193.0,57.7,3559.0,21.0,18.0,4.6,3.9,130.5,7.8,6.95,13.5
2016,Ohio State,255.0,13.0,11.0,2.0,0.0,0.846,512.0,201.0,311.0,255.0,409.0,154.0,62.3,2781.0,26.0,7.0,6.4,1.7,137.0,6.8,7.3,10.9
2016,Michigan,228.0,13.0,10.0,3.0,0.0,0.769,524.0,183.0,341.0,228.0,370.0,142.0,61.6,2756.0,20.0,7.0,5.4,1.9,138.2,7.4,7.68,12.1
2016,Penn State,226.0,14.0,11.0,3.0,0.0,0.786,526.0,356.0,170.0,226.0,391.0,165.0,57.8,3650.0,29.0,8.0,7.4,2.0,156.6,9.3,9.9,16.2
2016,Michigan State,211.0,12.0,3.0,9.0,0.0,0.25,289.0,333.0,-44.0,211.0,370.0,159.0,57.0,2668.0,19.0,11.0,5.1,3.0,128.6,7.2,6.9,12.6
2016,Wisconsin,202.0,14.0,11.0,3.0,0.0,0.786,397.0,218.0,179.0,202.0,323.0,121.0,62.5,2507.0,14.0,10.0,4.3,3.1,135.8,7.8,7.24,12.4
2016,Nebraska,201.0,13.0,9.0,4.0,0.0,0.692,345.0,311.0,34.0,201.0,400.0,199.0,50.3,2752.0,18.0,9.0,4.5,2.3,118.4,6.9,6.77,13.7
2016,Maryland,196.0,13.0,6.0,7.0,0.0,0.462,335.0,384.0,-49.0,196.0,342.0,146.0,57.3,2317.0,15.0,9.0,4.4,2.6,123.4,6.8,6.47,11.8
2016,Illinois,183.0,12.0,3.0,9.0,0.0,0.25,236.0,383.0,-147.0,183.0,358.0,175.0,51.1,2095.0,13.0,9.0,3.6,2.5,107.2,5.9,5.45,11.4
2016,Minnesota,181.0,13.0,9.0,4.0,0.0,0.692,381.0,287.0,94.0,181.0,328.0,147.0,55.2,2257.0,9.0,12.0,2.7,3.7,114.7,6.9,5.78,12.5
2016,Iowa,175.0,13.0,8.0,5.0,0.0,0.615,324.0,245.0,79.0,175.0,310.0,135.0,56.5,1991.0,17.0,10.0,5.5,3.2,122.0,6.4,6.07,11.4
2016,Rutgers,159.0,12.0,2.0,10.0,0.0,0.167,188.0,450.0,-262.0,159.0,332.0,173.0,47.9,1659.0,11.0,7.0,3.3,2.1,96.6,5.0,4.71,10.4
2016,Texas Tech,428.0,12.0,5.0,7.0,0.0,0.417,524.0,522.0,2.0,428.0,653.0,225.0,65.5,5556.0,47.0,11.0,7.2,1.7,157.4,8.5,9.19,13.0
2016,Oklahoma State,295.0,13.0,10.0,3.0,0.0,0.769,502.0,345.0,157.0,295.0,465.0,170.0,63.4,4211.0,29.0,4.0,6.2,0.9,158.4,9.1,9.92,14.3
2016,Texas Christian,295.0,13.0,6.0,7.0,0.0,0.462,403.0,364.0,39.0,295.0,503.0,208.0,58.6,3486.0,18.0,14.0,3.6,2.8,123.1,6.9,6.39,11.8
2016,Kansas,278.0,12.0,2.0,10.0,0.0,0.167,243.0,448.0,-205.0,278.0,465.0,187.0,59.8,2885.0,16.0,22.0,3.4,4.7,113.8,6.2,4.76,10.4
2016,Oklahoma,271.0,13.0,11.0,2.0,0.0,0.846,571.0,375.0,196.0,271.0,384.0,113.0,70.6,4134.0,43.0,8.0,11.2,2.1,193.8,10.8,12.07,15.3
2016,Baylor,269.0,13.0,7.0,6.0,0.0,0.538,450.0,377.0,73.0,269.0,480.0,211.0,56.0,3652.0,33.0,15.0,6.9,3.1,136.4,7.6,7.58,13.6
2016,West Virginia,249.0,13.0,10.0,3.0,0.0,0.769,405.0,312.0,93.0,249.0,409.0,160.0,60.9,3343.0,26.0,11.0,6.4,2.7,145.1,8.2,8.23,13.4
2016,Texas,241.0,12.0,5.0,7.0,0.0,0.417,383.0,378.0,5.0,241.0,402.0,161.0,60.0,3024.0,21.0,12.0,5.2,3.0,134.4,7.5,7.22,12.5
2016,Iowa State,235.0,12.0,3.0,9.0,0.0,0.25,332.0,376.0,-44.0,235.0,398.0,163.0,59.0,3106.0,21.0,8.0,5.3,2.0,138.0,7.8,7.95,13.2
