Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2009,Florida,249.0,14.0,13.0,1.0,0.0,0.929,502.0,174.0,328.0,249.0,364.0,115.0,68.4,3305.0,28.0,5.0,7.7,1.4,167.3,9.1,10.0,13.3
2009,Arkansas,247.0,13.0,8.0,5.0,0.0,0.615,468.0,326.0,142.0,247.0,439.0,192.0,56.3,3842.0,32.0,9.0,7.3,2.1,149.7,8.8,9.29,15.6
2009,South Carolina,244.0,13.0,7.0,6.0,0.0,0.538,268.0,265.0,3.0,244.0,440.0,196.0,55.5,2940.0,18.0,10.0,4.1,2.3,120.5,6.7,6.48,12.0
2009,Tennessee,233.0,13.0,7.0,6.0,0.0,0.538,381.0,289.0,92.0,233.0,401.0,168.0,58.1,2942.0,28.0,14.0,7.0,3.5,135.8,7.3,7.16,12.6
2009,Auburn,218.0,13.0,8.0,5.0,0.0,0.615,433.0,358.0,75.0,218.0,364.0,146.0,59.9,2857.0,25.0,9.0,6.9,2.5,143.5,7.8,8.11,13.1
2009,Alabama,212.0,14.0,14.0,0.0,0.0,1.0,449.0,164.0,285.0,212.0,346.0,134.0,61.3,2631.0,17.0,5.0,4.9,1.4,138.5,7.6,7.94,12.4
2009,Ole Miss,205.0,13.0,9.0,4.0,0.0,0.692,384.0,230.0,154.0,205.0,377.0,172.0,54.4,2844.0,22.0,21.0,5.8,5.6,125.9,7.5,6.2,13.9
2009,LSU,198.0,13.0,9.0,4.0,0.0,0.692,323.0,211.0,112.0,198.0,336.0,138.0,58.9,2363.0,19.0,8.0,5.7,2.4,131.9,7.0,7.09,11.9
2009,Georgia,190.0,13.0,8.0,5.0,0.0,0.615,376.0,337.0,39.0,190.0,346.0,156.0,54.9,2615.0,24.0,17.0,6.9,4.9,131.5,7.6,6.73,13.8
2009,Kentucky,180.0,13.0,7.0,6.0,0.0,0.538,339.0,295.0,44.0,180.0,326.0,146.0,55.2,1824.0,13.0,11.0,4.0,3.4,108.6,5.6,4.87,10.1
2009,Vanderbilt,170.0,12.0,2.0,10.0,0.0,0.167,196.0,280.0,-84.0,170.0,352.0,182.0,48.3,1756.0,6.0,10.0,1.7,2.8,90.1,5.0,4.05,10.3
2009,Mississippi State,153.0,12.0,5.0,7.0,0.0,0.417,307.0,321.0,-14.0,153.0,266.0,113.0,57.5,1732.0,9.0,17.0,3.4,6.4,110.6,6.5,4.31,11.3
2009,Northwestern,342.0,13.0,8.0,5.0,0.0,0.615,337.0,318.0,19.0,342.0,531.0,189.0,64.4,3725.0,20.0,14.0,3.8,2.6,130.5,7.0,6.58,10.9
2009,Indiana,272.0,12.0,4.0,8.0,0.0,0.333,282.0,354.0,-72.0,272.0,440.0,168.0,61.8,2975.0,17.0,15.0,3.9,3.4,124.5,6.8,6.0,10.9
2009,Purdue,272.0,12.0,5.0,7.0,0.0,0.417,334.0,349.0,-15.0,272.0,449.0,177.0,60.6,3063.0,23.0,14.0,5.1,3.1,128.6,6.8,6.44,11.3
2009,Michigan State,251.0,13.0,6.0,7.0,0.0,0.462,386.0,342.0,44.0,251.0,423.0,172.0,59.3,3502.0,28.0,12.0,6.6,2.8,145.1,8.3,8.33,14.0
2009,Penn State,241.0,13.0,11.0,2.0,0.0,0.846,375.0,159.0,216.0,241.0,397.0,156.0,60.7,3083.0,25.0,10.0,6.3,2.5,141.7,7.8,7.89,12.8
2009,Wisconsin,218.0,13.0,10.0,3.0,0.0,0.769,413.0,283.0,130.0,218.0,340.0,122.0,64.1,2770.0,16.0,12.0,4.7,3.5,141.0,8.1,7.5,12.7
2009,Iowa,213.0,13.0,11.0,2.0,0.0,0.846,301.0,200.0,101.0,213.0,392.0,179.0,54.3,2887.0,19.0,20.0,4.8,5.1,122.0,7.4,6.04,13.6
2009,Minnesota,199.0,13.0,6.0,7.0,0.0,0.462,272.0,309.0,-37.0,199.0,385.0,186.0,51.7,2691.0,15.0,16.0,3.9,4.2,114.9,7.0,5.9,13.5
2009,Michigan,189.0,12.0,5.0,7.0,0.0,0.417,354.0,330.0,24.0,189.0,329.0,140.0,57.4,2380.0,15.0,15.0,4.6,4.6,124.1,7.2,6.09,12.6
2009,Illinois,184.0,12.0,3.0,9.0,0.0,0.25,290.0,362.0,-72.0,184.0,331.0,147.0,55.6,2317.0,15.0,12.0,4.5,3.6,122.1,7.0,6.27,12.6
2009,Ohio State,174.0,13.0,11.0,2.0,0.0,0.846,377.0,163.0,214.0,174.0,316.0,142.0,55.1,2257.0,19.0,11.0,6.0,3.5,127.9,7.1,6.78,13.0
2009,Texas Tech,448.0,13.0,9.0,4.0,0.0,0.692,481.0,292.0,189.0,448.0,669.0,221.0,67.0,5028.0,38.0,17.0,5.7,2.5,143.8,7.5,7.51,11.2
2009,Texas,362.0,14.0,13.0,1.0,0.0,0.929,550.0,234.0,316.0,362.0,540.0,178.0,67.0,3831.0,29.0,16.0,5.4,3.0,138.4,7.1,6.84,10.6
