Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2019,LSU,426.0,15.0,15.0,0.0,0.0,1.0,726.0,328.0,398.0,426.0,567.0,141.0,75.1,6024.0,61.0,7.0,10.8,1.2,197.4,10.6,12.22,14.1
2019,Florida,317.0,13.0,11.0,2.0,0.0,0.846,432.0,201.0,231.0,317.0,467.0,150.0,67.9,3910.0,33.0,10.0,7.1,2.1,157.2,8.4,8.82,12.3
2019,Alabama,287.0,13.0,11.0,2.0,0.0,0.846,614.0,242.0,372.0,287.0,406.0,119.0,70.7,4449.0,49.0,6.0,12.1,1.5,199.6,11.0,12.71,15.5
2019,Texas A&M,273.0,13.0,8.0,5.0,0.0,0.615,384.0,293.0,91.0,273.0,452.0,179.0,60.4,3060.0,22.0,10.0,4.9,2.2,128.9,6.8,6.75,11.2
2019,South Carolina,268.0,12.0,4.0,8.0,0.0,0.333,269.0,313.0,-44.0,268.0,466.0,198.0,57.5,2667.0,12.0,7.0,2.6,1.5,111.1,5.7,5.56,10.0
2019,Georgia,255.0,14.0,12.0,2.0,0.0,0.857,431.0,176.0,255.0,255.0,415.0,160.0,61.4,3122.0,26.0,6.0,6.3,1.4,142.4,7.5,8.13,12.2
2019,Auburn,229.0,13.0,9.0,4.0,0.0,0.692,432.0,254.0,178.0,229.0,396.0,167.0,57.8,2697.0,20.0,6.0,5.1,1.5,128.7,6.8,7.14,11.8
2019,Missouri,226.0,12.0,6.0,6.0,0.0,0.5,304.0,233.0,71.0,226.0,376.0,150.0,60.1,2671.0,17.0,8.0,4.5,2.1,130.4,7.1,7.05,11.8
2019,Arkansas,202.0,12.0,2.0,10.0,0.0,0.167,257.0,442.0,-185.0,202.0,407.0,205.0,49.6,2315.0,14.0,15.0,3.4,3.7,101.4,5.7,4.72,11.5
2019,Vanderbilt,202.0,12.0,3.0,9.0,0.0,0.25,198.0,381.0,-183.0,202.0,381.0,179.0,53.0,2064.0,10.0,10.0,2.6,2.6,101.9,5.4,4.76,10.2
2019,Tennessee,200.0,13.0,8.0,5.0,0.0,0.615,314.0,282.0,32.0,200.0,360.0,160.0,55.6,2878.0,19.0,13.0,5.3,3.6,132.9,8.0,7.43,14.4
2019,Ole Miss,186.0,12.0,4.0,8.0,0.0,0.333,319.0,318.0,1.0,186.0,330.0,144.0,56.4,2328.0,11.0,6.0,3.3,1.8,123.0,7.1,6.9,12.5
2019,Mississippi State,186.0,13.0,6.0,7.0,0.0,0.462,359.0,375.0,-16.0,186.0,315.0,129.0,59.0,2333.0,19.0,10.0,6.0,3.2,134.8,7.4,7.18,12.5
2019,Kentucky,128.0,13.0,8.0,5.0,0.0,0.615,353.0,251.0,102.0,128.0,257.0,129.0,49.8,1478.0,9.0,8.0,3.5,3.1,103.4,5.8,5.05,11.5
2019,Indiana,321.0,13.0,8.0,5.0,0.0,0.615,413.0,317.0,96.0,321.0,473.0,152.0,67.9,3931.0,24.0,9.0,5.1,1.9,150.6,8.3,8.47,12.2
2019,Purdue,320.0,12.0,4.0,8.0,0.0,0.333,310.0,367.0,-57.0,320.0,520.0,200.0,61.5,3719.0,29.0,15.0,5.6,2.9,134.2,7.2,6.97,11.6
2019,Ohio State,271.0,14.0,13.0,1.0,0.0,0.929,656.0,192.0,464.0,271.0,405.0,134.0,66.9,3684.0,48.0,3.0,11.9,0.7,181.0,9.1,11.13,13.6
2019,Michigan State,270.0,13.0,7.0,6.0,0.0,0.538,291.0,293.0,-2.0,270.0,464.0,194.0,58.2,3182.0,17.0,15.0,3.7,3.2,121.4,6.9,6.14,11.8
2019,Wisconsin,246.0,14.0,10.0,4.0,0.0,0.714,477.0,237.0,240.0,246.0,351.0,105.0,70.1,2802.0,18.0,5.0,5.1,1.4,151.2,8.0,8.37,11.4
2019,Iowa,243.0,13.0,10.0,3.0,0.0,0.769,335.0,182.0,153.0,243.0,411.0,168.0,59.1,2976.0,16.0,7.0,3.9,1.7,129.4,7.2,7.25,12.2
2019,Michigan,228.0,13.0,9.0,4.0,0.0,0.692,412.0,269.0,143.0,228.0,410.0,182.0,55.6,3261.0,25.0,9.0,6.1,2.2,138.2,8.0,8.19,14.3
2019,Penn State,217.0,13.0,11.0,2.0,0.0,0.846,465.0,208.0,257.0,217.0,369.0,152.0,58.8,2877.0,25.0,9.0,6.8,2.4,141.8,7.8,8.05,13.3
