Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2006,Kentucky,273.0,13.0,8.0,5.0,0.0,0.615,347.0,369.0,-22.0,273.0,436.0,163.0,62.6,3597.0,31.0,7.0,7.1,1.6,152.2,8.3,8.95,13.2
2006,Tennessee,265.0,13.0,9.0,4.0,0.0,0.692,362.0,254.0,108.0,265.0,415.0,150.0,63.9,3438.0,24.0,11.0,5.8,2.7,147.2,8.3,8.25,13.0
2006,Florida,255.0,14.0,13.0,1.0,0.0,0.929,416.0,189.0,227.0,255.0,399.0,144.0,63.9,3305.0,29.0,14.0,7.3,3.5,150.5,8.3,8.16,13.0
2006,LSU,245.0,13.0,11.0,2.0,0.0,0.846,438.0,164.0,274.0,245.0,368.0,123.0,66.6,3272.0,30.0,9.0,8.2,2.4,163.3,8.9,9.42,13.4
2006,South Carolina,243.0,13.0,8.0,5.0,0.0,0.615,346.0,243.0,103.0,243.0,389.0,146.0,62.5,3259.0,24.0,13.0,6.2,3.3,146.5,8.4,8.11,13.4
2006,Alabama,224.0,13.0,6.0,7.0,0.0,0.462,298.0,250.0,48.0,224.0,393.0,169.0,57.0,2767.0,18.0,10.0,4.6,2.5,126.2,7.0,6.81,12.4
2006,Vanderbilt,187.0,12.0,4.0,8.0,0.0,0.333,264.0,284.0,-20.0,187.0,337.0,150.0,55.5,2417.0,16.0,14.0,4.7,4.2,123.1,7.2,6.25,12.9
2006,Georgia,184.0,13.0,9.0,4.0,0.0,0.692,327.0,229.0,98.0,184.0,342.0,158.0,53.8,2397.0,12.0,16.0,3.5,4.7,114.9,7.0,5.61,13.0
2006,Auburn,171.0,13.0,11.0,2.0,0.0,0.846,322.0,181.0,141.0,171.0,282.0,111.0,60.6,2245.0,14.0,10.0,5.0,3.5,136.8,8.0,7.36,13.1
2006,Mississippi State,171.0,12.0,3.0,9.0,0.0,0.25,221.0,309.0,-88.0,171.0,360.0,189.0,47.5,2300.0,10.0,16.0,2.8,4.4,101.4,6.4,4.94,13.5
2006,Arkansas,154.0,14.0,10.0,4.0,0.0,0.714,404.0,256.0,148.0,154.0,302.0,148.0,51.0,2093.0,23.0,18.0,7.6,6.0,122.4,6.9,5.77,13.6
