Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2018,Alabama,301.0,15.0,14.0,1.0,0.0,0.933,684.0,271.0,413.0,301.0,438.0,137.0,68.7,4854.0,52.0,8.0,11.9,1.8,197.3,11.1,12.63,16.1
2018,Ole Miss,282.0,12.0,5.0,7.0,0.0,0.417,407.0,434.0,-27.0,282.0,441.0,159.0,63.9,4157.0,21.0,9.0,4.8,2.0,154.8,9.4,9.46,14.7
2018,Missouri,281.0,13.0,8.0,5.0,0.0,0.615,476.0,331.0,145.0,281.0,451.0,170.0,62.3,3632.0,28.0,8.0,6.2,1.8,146.9,8.1,8.5,12.9
2018,South Carolina,272.0,13.0,7.0,6.0,0.0,0.538,391.0,354.0,37.0,272.0,443.0,171.0,61.4,3547.0,32.0,14.0,7.2,3.2,146.2,8.0,8.03,13.0
2018,Vanderbilt,258.0,13.0,6.0,7.0,0.0,0.462,370.0,346.0,24.0,258.0,416.0,158.0,62.0,3168.0,24.0,6.0,5.8,1.4,142.1,7.6,8.12,12.3
2018,Texas A&M,254.0,13.0,9.0,4.0,0.0,0.692,468.0,329.0,139.0,254.0,442.0,188.0,57.5,3284.0,25.0,9.0,5.7,2.0,134.5,7.4,7.64,12.9
2018,Georgia,241.0,14.0,11.0,3.0,0.0,0.786,530.0,269.0,261.0,241.0,356.0,115.0,67.7,3165.0,34.0,6.0,9.6,1.7,170.5,8.9,10.04,13.1
2018,Auburn,233.0,13.0,8.0,5.0,0.0,0.615,402.0,249.0,153.0,233.0,381.0,148.0,61.2,2892.0,21.0,5.0,5.5,1.3,140.5,7.6,8.1,12.4
2018,LSU,224.0,13.0,10.0,3.0,0.0,0.769,421.0,283.0,138.0,224.0,387.0,163.0,57.9,2970.0,17.0,5.0,4.4,1.3,134.3,7.7,7.97,13.3
2018,Florida,217.0,13.0,10.0,3.0,0.0,0.769,455.0,260.0,195.0,217.0,364.0,147.0,59.6,2776.0,28.0,6.0,7.7,1.6,145.8,7.6,8.42,12.8
2018,Arkansas,202.0,12.0,2.0,10.0,0.0,0.167,260.0,417.0,-157.0,202.0,370.0,168.0,54.6,2301.0,17.0,18.0,4.6,4.9,112.3,6.2,4.95,11.4
2018,Kentucky,194.0,13.0,10.0,3.0,0.0,0.769,346.0,219.0,127.0,194.0,296.0,102.0,65.5,2099.0,14.0,10.0,4.7,3.4,134.0,7.1,6.52,10.8
2018,Tennessee,176.0,12.0,5.0,7.0,0.0,0.417,273.0,335.0,-62.0,176.0,297.0,121.0,59.3,2357.0,15.0,5.0,5.1,1.7,139.2,7.9,8.19,13.4
2018,Mississippi State,165.0,13.0,8.0,5.0,0.0,0.615,371.0,171.0,200.0,165.0,323.0,158.0,51.1,2259.0,22.0,10.0,6.8,3.1,126.1,7.0,6.96,13.7
2018,Ohio State,395.0,14.0,13.0,1.0,0.0,0.929,593.0,357.0,236.0,395.0,560.0,165.0,70.5,5022.0,50.0,8.0,8.9,1.4,172.5,9.0,10.11,12.7
2018,Purdue,333.0,13.0,6.0,7.0,0.0,0.462,397.0,390.0,7.0,333.0,509.0,176.0,65.4,3998.0,28.0,13.0,5.5,2.6,144.4,7.9,7.81,12.0
2018,Northwestern,319.0,14.0,9.0,5.0,0.0,0.643,339.0,325.0,14.0,319.0,527.0,208.0,60.5,3352.0,17.0,16.0,3.2,3.0,118.5,6.4,5.64,10.5
2018,Indiana,316.0,12.0,5.0,7.0,0.0,0.417,317.0,359.0,-42.0,316.0,481.0,165.0,65.7,3094.0,20.0,13.0,4.2,2.7,128.0,6.4,6.05,9.8
2018,Nebraska,257.0,12.0,4.0,8.0,0.0,0.333,360.0,375.0,-15.0,257.0,404.0,147.0,63.6,2966.0,19.0,11.0,4.7,2.7,135.4,7.3,7.06,11.5
2018,Michigan State,255.0,13.0,7.0,6.0,0.0,0.538,243.0,223.0,20.0,255.0,496.0,241.0,51.4,2824.0,12.0,14.0,2.4,2.8,101.6,5.7,4.91,11.1
2018,Iowa,242.0,13.0,9.0,4.0,0.0,0.692,405.0,231.0,174.0,242.0,408.0,166.0,59.3,2946.0,27.0,11.0,6.6,2.7,136.4,7.2,7.33,12.2
2018,Michigan,223.0,13.0,10.0,3.0,0.0,0.769,457.0,252.0,205.0,223.0,348.0,125.0,64.1,2804.0,24.0,9.0,6.9,2.6,149.3,8.1,8.27,12.6
2018,Penn State,206.0,13.0,9.0,4.0,0.0,0.692,439.0,267.0,172.0,206.0,380.0,174.0,54.2,2836.0,21.0,8.0,5.5,2.1,130.9,7.5,7.62,13.8
2018,Minnesota,190.0,13.0,7.0,6.0,0.0,0.538,376.0,345.0,31.0,190.0,346.0,156.0,54.9,2714.0,20.0,14.0,5.8,4.0,131.8,7.8,7.18,14.3
2018,Wisconsin,179.0,13.0,8.0,5.0,0.0,0.615,386.0,294.0,92.0,179.0,304.0,125.0,58.9,2050.0,19.0,14.0,6.3,4.6,126.9,6.7,5.92,11.5
2018,Illinois,177.0,12.0,4.0,8.0,0.0,0.333,312.0,473.0,-161.0,177.0,328.0,151.0,54.0,1988.0,10.0,14.0,3.0,4.3,106.4,6.1,4.75,11.2
2018,Rutgers,171.0,12.0,1.0,11.0,0.0,0.083,162.0,377.0,-215.0,171.0,350.0,179.0,48.9,1586.0,5.0,22.0,1.4,6.3,79.1,4.5,1.99,9.3
2018,Maryland,125.0,12.0,5.0,7.0,0.0,0.417,342.0,344.0,-2.0,125.0,241.0,116.0,51.9,1695.0,12.0,5.0,5.0,2.1,123.2,7.0,7.1,13.6
2018,Texas Tech,361.0,12.0,5.0,7.0,0.0,0.417,448.0,373.0,75.0,361.0,535.0,174.0,67.5,4231.0,28.0,15.0,5.2,2.8,145.6,7.9,7.69,11.7
2018,Texas,310.0,14.0,10.0,4.0,0.0,0.714,435.0,362.0,73.0,310.0,476.0,166.0,65.1,3615.0,28.0,6.0,5.9,1.3,145.8,7.6,8.2,11.7
2018,Baylor,296.0,13.0,7.0,6.0,0.0,0.538,384.0,412.0,-28.0,296.0,485.0,189.0,61.0,3770.0,22.0,13.0,4.5,2.7,135.9,7.8,7.47,12.7
2018,Oklahoma State,292.0,13.0,7.0,6.0,0.0,0.538,499.0,422.0,77.0,292.0,492.0,200.0,59.3,4023.0,33.0,13.0,6.7,2.6,144.9,8.2,8.33,13.8
2018,West Virginia,291.0,12.0,8.0,4.0,0.0,0.667,483.0,326.0,157.0,291.0,445.0,154.0,65.4,4216.0,38.0,10.0,8.5,2.2,168.7,9.5,10.17,14.5
2018,Oklahoma,274.0,14.0,12.0,2.0,0.0,0.857,677.0,466.0,211.0,274.0,401.0,127.0,68.3,4520.0,43.0,7.0,10.7,1.7,194.9,11.3,12.63,16.5
2018,Texas Christian,238.0,13.0,7.0,6.0,0.0,0.538,306.0,300.0,6.0,238.0,408.0,170.0,58.3,2741.0,18.0,15.0,4.4,3.7,122.0,6.7,5.95,11.5
2018,Iowa State,237.0,13.0,8.0,5.0,0.0,0.615,348.0,298.0,50.0,237.0,361.0,124.0,65.7,3132.0,20.0,9.0,5.5,2.5,151.8,8.7,8.66,13.2
2018,Kansas,230.0,12.0,3.0,9.0,0.0,0.25,286.0,360.0,-74.0,230.0,393.0,163.0,58.5,2312.0,18.0,4.0,4.6,1.0,121.0,5.9,6.34,10.1
2018,Kansas State,166.0,12.0,5.0,7.0,0.0,0.417,270.0,305.0,-35.0,166.0,290.0,124.0,57.2,1945.0,11.0,7.0,3.8,2.4,121.3,6.7,6.38,11.7
2018,North Carolina State,334.0,13.0,9.0,4.0,0.0,0.692,440.0,324.0,116.0,334.0,496.0,162.0,67.3,4071.0,25.0,11.0,5.0,2.2,148.5,8.2,8.22,12.2
2018,Clemson,327.0,15.0,15.0,0.0,0.0,1.0,664.0,197.0,467.0,327.0,508.0,181.0,64.4,4180.0,37.0,8.0,7.3,1.6,154.4,8.2,8.98,12.8
2018,Duke,278.0,13.0,8.0,5.0,0.0,0.615,382.0,356.0,26.0,278.0,476.0,198.0,58.4,3199.0,31.0,10.0,6.5,2.1,132.1,6.7,7.08,11.5
2018,Syracuse,271.0,13.0,10.0,3.0,0.0,0.769,523.0,351.0,172.0,271.0,463.0,192.0,58.5,3441.0,22.0,12.0,4.8,2.6,131.5,7.4,7.22,12.7
2018,Florida State,259.0,12.0,5.0,7.0,0.0,0.417,263.0,378.0,-115.0,259.0,455.0,196.0,56.9,3229.0,20.0,13.0,4.4,2.9,125.3,7.1,6.69,12.5
2018,Virginia Tech,250.0,13.0,6.0,7.0,0.0,0.462,388.0,403.0,-15.0,250.0,429.0,179.0,58.3,3300.0,29.0,10.0,6.8,2.3,140.5,7.7,8.0,13.2
2018,Wake Forest,248.0,13.0,7.0,6.0,0.0,0.538,427.0,433.0,-6.0,248.0,444.0,196.0,55.9,3057.0,25.0,13.0,5.6,2.9,126.4,6.9,6.69,12.3
2018,North Carolina,244.0,11.0,2.0,9.0,0.0,0.182,301.0,380.0,-79.0,244.0,414.0,170.0,58.9,2740.0,14.0,14.0,3.4,3.4,118.9,6.6,5.77,11.2
2018,Virginia,228.0,13.0,8.0,5.0,0.0,0.615,370.0,261.0,109.0,228.0,358.0,130.0,63.7,2751.0,26.0,9.0,7.3,2.5,147.2,7.7,8.01,12.1
2018,Louisville,210.0,12.0,2.0,10.0,0.0,0.167,237.0,529.0,-292.0,210.0,394.0,184.0,53.3,2533.0,10.0,15.0,2.5,3.8,108.1,6.4,5.22,12.1
2018,Boston College,195.0,12.0,7.0,5.0,0.0,0.583,384.0,308.0,76.0,195.0,337.0,142.0,57.9,2583.0,25.0,9.0,7.4,2.7,141.4,7.7,7.95,13.2
2018,Miami (FL),182.0,13.0,7.0,6.0,0.0,0.538,374.0,253.0,121.0,182.0,356.0,174.0,51.1,2175.0,19.0,14.0,5.3,3.9,112.2,6.1,5.41,12.0
2018,Pitt,182.0,14.0,7.0,7.0,0.0,0.5,359.0,389.0,-30.0,182.0,316.0,134.0,57.6,1985.0,12.0,6.0,3.8,1.9,119.1,6.3,6.19,10.9
2018,Georgia Tech,56.0,13.0,7.0,6.0,0.0,0.538,437.0,381.0,56.0,56.0,126.0,70.0,44.4,1089.0,7.0,4.0,5.6,3.2,129.0,8.6,8.33,19.4
2018,Washington State,478.0,13.0,11.0,2.0,0.0,0.846,488.0,303.0,185.0,478.0,677.0,199.0,70.6,4856.0,39.0,10.0,5.8,1.5,146.9,7.2,7.66,10.2
2018,Colorado,271.0,12.0,5.0,7.0,0.0,0.417,325.0,327.0,-2.0,271.0,420.0,149.0,64.5,2995.0,19.0,12.0,4.5,2.9,133.6,7.1,6.75,11.1
2018,Stanford,271.0,13.0,9.0,4.0,0.0,0.692,369.0,298.0,71.0,271.0,423.0,152.0,64.1,3550.0,29.0,11.0,6.9,2.6,152.0,8.4,8.59,13.1
2018,Washington,264.0,14.0,10.0,4.0,0.0,0.714,369.0,229.0,140.0,264.0,405.0,141.0,65.2,3337.0,19.0,12.0,4.7,3.0,144.0,8.2,7.84,12.6
2018,Oregon State,259.0,12.0,2.0,10.0,0.0,0.167,313.0,548.0,-235.0,259.0,430.0,171.0,60.2,2990.0,17.0,9.0,4.0,2.1,127.5,7.0,6.8,11.5
2018,California,253.0,13.0,7.0,6.0,0.0,0.538,280.0,265.0,15.0,253.0,422.0,169.0,60.0,2416.0,16.0,20.0,3.8,4.7,111.1,5.7,4.35,9.5
2018,Utah,250.0,14.0,9.0,5.0,0.0,0.643,393.0,272.0,121.0,250.0,407.0,157.0,61.4,2995.0,19.0,12.0,4.7,2.9,132.7,7.4,6.97,12.0
2018,Arizona State,247.0,13.0,7.0,6.0,0.0,0.538,389.0,332.0,57.0,247.0,397.0,150.0,62.2,3025.0,20.0,7.0,5.0,1.8,139.3,7.6,7.83,12.2
2018,Oregon,246.0,13.0,9.0,4.0,0.0,0.692,453.0,330.0,123.0,246.0,417.0,171.0,59.0,3222.0,29.0,8.0,7.0,1.9,143.0,7.7,8.25,13.1
2018,USC,244.0,12.0,5.0,7.0,0.0,0.417,313.0,324.0,-11.0,244.0,401.0,157.0,60.8,2978.0,18.0,10.0,4.5,2.5,133.1,7.4,7.2,12.2
2018,UCLA,239.0,12.0,3.0,9.0,0.0,0.25,295.0,409.0,-114.0,239.0,403.0,164.0,59.3,2853.0,13.0,10.0,3.2,2.5,124.5,7.1,6.61,11.9
2018,Arizona,216.0,12.0,5.0,7.0,0.0,0.417,376.0,391.0,-15.0,216.0,389.0,173.0,55.5,3063.0,29.0,10.0,7.5,2.6,141.1,7.9,8.21,14.2
2018,East Carolina,285.0,12.0,3.0,9.0,0.0,0.25,273.0,448.0,-175.0,285.0,568.0,283.0,50.2,3417.0,18.0,15.0,3.2,2.6,105.9,6.0,5.46,12.0
